გამოსხივება	გამოსხივ ებ ა
მორისი	მორ ის ი
აკვირდებოდნენ	აკვირ დებ ოდნენ
განდევნა	გან დევნ ა
სახსრებით	სახსრ ებით
სახელსაც	სა ხელ საც
ქალაქისაგან	ქალაქ ისაგან
მოასწავებდა	მოას წავ ებდა
შეაბიჯა	შე აბიჯ ა
ყოველკვირეული	ყოველკვირ ეულ ი
უყვება	უ ყვ ება
შემოტევას	შემო ტევ ას
მარსელო	მარს ელ ო
მდგომარეობამ	მდგომარე ობ ამ
გარანტიის	გარ ანტი ის
ჯოგი	ჯო გი
ქართველური	ქართველ ური
ძვირი	ძვირ ი
შინაური	შინა ურ ი
რომანი	რომ ან ი
დღესთან	დღე სთან
ნაშრომებმა	ნა შრომ ებმა
დარბაზები	და რბაზ ები
ქოლგა	ქოლ გ ა
სოციოლოგია	სოცი ოლოგი ა
მედლებს	მედ ლ ებს
გემებს	გემ ებ ს
შესრულებისათვის	შე სრულებ ისათვის
სიმძლავრეზე	სი მძლავრ ეზე
სადგურთან	სადგურ თან
სიცოცხლისუნარიანი	სი ცოცხლ ისუნარიანი
ემოციებს	ემო ცი ებს
მარკ	მარკ
დრამერ	დრა მ ერ
ტექნიკურად	ტექნიკ ურ ად
ახლანდელ	ახლ ანდ ელ
კილომეტრში	კილო მეტრ ში
დაედოთ	დაე დო თ
ლეღვის	ლე ღვ ის
საძოვრებად	საძოვ რებ ად
ხმელთაშუაზღვისპირეთის	ხმელთაშუა ზღვისპირეთ ის
ლამა	ლამ ა
იმედებს	იმედ ებს
საკონტროლო	სა კონტროლ ო
