გამოსხივება	გამო სხივებ ა
წევრით	წევრ ით
ცხრებოდა	ცხ რ ებოდა
ნახაზები	ნა ხაზ ები
აშენებულიყო	ა შენებულ იყო
გუერილას	გუერი ლ ას
ახლობელ	ახლობელ
პიესაში	პი ეს აში
კომპანიონები	კომპანი ონ ები
შესანიშნავად	შესა ნიშნავ ად
ტანზანიაში	ტან ზანი აში
საარსებო	სა არსებ ო
გამოკვლევას	გამო კვლევ ას
თეორიასა	თეო რი ასა
ყველაფერმა	ყველა ფერ მა
დაიჭირეს	დაი ჭირ ეს
მოსწავლეების	მოსწავლ ე ების
ორმხრივ	ორ მხრივ
ნესტანი	ნე სტან ი
ნოკაუტით	ნო კაუტ ით
არაბეთი	არა ბეთ ი
მონაცემების	მონა ცემ ების
გამოკითხვაში	გამო კითხვ აში
გვირაბი	გვი რაბ ი
ადგილზეა	ადგილ ზე ა
გაციების	გა ცი ების
მჟავების	მჟავ ების
რეკლამების	რეკლ ამ ების
სომალის	სო მალ ის
ვიდეოში	ვიდეო ში
სტაბილურ	სტაბილურ
შემოღება	შემო ღებ ა
დასავლეთი	და სავლეთ ი
განვიტარების	განვი ტარ ების
კაცების	კაც ების
იდეალურად	იდე ალურ ად
ფერადოვანი	ფერ ად ოვანი
მორალურ	მ ორ ალურ
რადიოსადგურის	რადიოსა დგურ ის
მონებს	მო ნ ებს
ბათუმისა	ბა თუმ ისა
ბურჟუაზია	ბურჟუ აზი ა
გადაკვეთს	გადა კვეთ ს
მწვავე	მწვა ვე
მინაშენით	მინა შენ ით
დაეუფლა	დაე უფლ ა
ხან	ხან
სლავონია	ს ლავ ონია
ფოგტი	ფოგტ ი
კომპანიასთან	კომპანი ასთან
მდივანს	მდი ვან ს
მოყვარულებს	მო ყვარულ ებს
გასულა	გა სულ ა
კაკალი	კა კალ ი
საბანკო	სა ბანკ ო
იძია	იძ ია
მასიურია	მას იურ ია
