გამოსხივება	გამო სხივებ ა
ჩანჩქერთან	ჩა ნჩქერ თან
ბაზელში	ბაზ ელ ში
ბიოლოგიის	ბი ოლოგი ის
წავიდოდა	წავ იდ ოდა
მომზადების	მო მზადებ ის
საექსპედიციო	საე ქსპედიცი ო
წააგო	წა აგ ო
სიტის	სი ტ ის
ჰარისი	ჰარ ის ი
მოსაგვარებლად	მოსა გვარ ებლად
ზონებში	ზონ ებში
ველოსიპედისტი	ველოსიპედ ისტი
ბენედიქტე	ბენ ედიქტ ე
სტუმრობისას	სტუმრ ობ ისას
ბიოგრაფიებს	ბი ოგრაფი ებს
ბმები	ბმ ები
მოყვა	მო ყვ ა
ხალხური	ხალხ ური
ენით	ენ ით
იყურება	ი ყურებ ა
ქონებრივი	ქონ ებ რივი
შემორტყმული	შემორტყმულ ი
დაუჯერა	დაუ ჯერ ა
გაითქვა	გაი თქვ ა
გასახსნელად	გასა ხსნელ ად
ვწერ	ვ წერ
სადისერტაციო	სა დისერტაცი ო
რეგულაციების	რეგ ულაცი ების
მოძრაობები	მოძრა ობ ები
დაიერმა	და იერ მა
მეისონის	მე ისონ ის
მიისწრაფოდა	მი ისწრაფ ოდა
ქურთისტანის	ქურთი სტან ის
ცნობიერების	ცნობიერებ ის
მსახურობის	მსახურ ობ ის
ერთიანობა	ერთ იანობ ა
დასაფლავება	დასაფლავ ებ ა
არმიიდან	არმ ი იდან
ბარეზი	ბარ ეზი
კრისტოფერ	კრისტო ფერ
სიჩქარეზე	სი ჩქარ ეზე
სტალინს	სტა ლინ ს
ოჯახზე	ოჯახ ზე
კაპიტანმა	კაპიტ ან მა
დებიუტიდან	დები უტ იდან
