გამოსხივება	გამო სხივებ ა
კარტის	კარ ტ ის
ჩელენჯერის	ჩე ლენჯერ ის
რაიონიდან	რაიონ იდან
მიმართვა	მი მართ ვა
ეგზოგენური	ეგზო გენ ური
კონცენტრაცია	კონცენტრაცი ა
ჟანრებს	ჟანრ ებს
აღმოჩენილ	აღმო ჩენილ
რატუშა	რატ უშ ა
შუამდინარეთი	შუამდინარე თ ი
ნაკბენი	ნა კბენ ი
ცოლებს	ც ოლ ებს
დარგებს	დარ გებ ს
თავის	თა ვის
შვილები	შვილ ები
პირენეს	პირ ენე ს
ლუკულუსის	ლუკულ უს ის
ტუტსი	ტუტ ს ი
შეკრებები	შე კრებ ები
თორის	თ ორ ის
ფაშისტი	ფაშისტ ი
პასუხის	პასუხ ის
ჯგუფური	ჯგუფ ური
ასპარეზობს	ასპარეზ ობ ს
გამომცემლები	გამო მცემლ ები
კომპანიისთვის	კომპანი ისთვის
სიტი	სი ტი
შოუები	შო უ ები
მედიცინასა	მედიცინ ასა
მმართველობაში	მ მართველობ აში
ჯი	ჯი
აღებისა	აღ ებ ისა
დაცინვის	დაცინ ვ ის
პრეზიდენტ	პრეზიდენტ
ღრუბლებში	ღრუ ბლ ებში
კაპოტე	კაპ ოტ ე
საცერემონიო	სა ცერემონი ო
ცენტრზე	ცენტრ ზე
გვერდები	გვერდ ებ ი
უფროა	უ ფრო ა
მოციქული	მოციქულ ი
აფხაზეთში	აფხაზ ეთ ში
ბესარაბია	ბესა რაბ ია
აბსტრაქტულ	აბსტრაქ ტულ
მარნის	მარ ნ ის
რეფლექსი	რეფ ლექს ი
ცეცხლში	ცეცხლ ში
წარმოუდგენელი	წარმოუ დგენელ ი
