გამოსხივება	გამოსხივ ებ ა
პეგი	პე გ ი
ზოგად	ზო გ ად
ჰოფმანი	ჰოფ მან ი
ვადით	ვად ით
მონაკოში	მონაკ ო ში
საქორწინო	სა ქორწინ ო
ინტერესს	ინტერეს ს
დაემტკიცებინა	დაე მტკიცებ ინა
გეომეტრიაში	გეო მეტრი აში
დამცავ	დამც ავ
უცნაური	უცნა ურ ი
გოლდბერგი	გოლდ ბერგ ი
არმიაში	არმ ი აში
იანოშ	ი ან ოშ
ეკრანს	ეკრან ს
საჭიროებს	სა ჭიროებ ს
ფიგურირებს	ფიგურ ირებ ს
სმით	სმი თ
ფინალი	ფინალ ი
გაჰქონდათ	გა ჰქონდათ
მიწაში	მიწ აში
პირობების	პირობებ ის
სნუკერისტების	სნუკერ ისტ ების
კინოფესტივალის	კინო ფესტივალ ის
თლის	თ ლ ის
ყდით	ყ დ ით
აღდგენილ	აღ დგენილ
გეშველება	გე შველ ება
უკანასკნელის	უკანა სკნელ ის
ამოიღეს	ამო იღ ეს
კავკასიიდან	კავკასი იდან
კუთვნილებად	კუთვნილ ებად
სამშობიარო	სა მშობიარ ო
თანახმადაც	თანა ხმ ადაც
ნაკვეთ	ნა კვეთ
დასძინა	და სძინ ა
ტბისა	ტ ბ ისა
მწყემსები	მწყე მს ები
ვალდებული	ვალდებ ულ ი
სამსახურის	სა მსახურ ის
ვეძიოთ	ვე ძ იოთ
ჯიუტი	ჯი უტ ი
ქარხანაში	ქარხან ა ში
ბეწვის	ბე წვ ის
დანიელებმა	და ნიელ ებმა
გაიცემოდა	გა იცემ ოდა
აღწერილ	აღ წერილ
ბელორუსული	ბელო რუს ული
კანონზომიერება	კანონზომ იერებ ა
მდგომარეობდა	მდგომარე ობ და
ნელსონმა	ნელ სონ მა
ძალებისა	ძალ ებ ისა
დაწყებით	და წყებ ით
შანშიაშვილის	შან შ იაშვილის
