იტალიასთან	ი ტალი ასთან
საშუალებანი	საშუ ალებ ანი
მამიკო	მამ იკ ო
ტვიბერის	ტ ვიბერ ის
არაშენდის	არა შენდ ის
შედგენაზე	შე დგენ აზე
მიწასა	მიწ ასა
ამერიგო	ამერი გ ო
ლირის	ლი რ ის
მდგომარეობამდე	მდგომარეობ ამდე
ჰაეროვანი	ჰაერ ოვანი
შესთავაზა	შეს თავაზ ა
რეპერტუარი	რე პერტუარ ი
ფერწერისა	ფერ წერ ისა
ბალზაკი	ბალ ზაკ ი
ტვრტკო	ტვრ ტ კო
საუკუნისაა	საუკუნ ისაა
ამჟამად	ა მჟამ ად
მწვრთნელობის	მ წვრთნელ ობის
დაჭაობებული	დაჭა ობებულ ი
შინაარს	შინა არს
ბავშვის	ბავშვ ის
ბრძანებულება	ბრძ ანებულ ება
ცხადად	ცხად ად
საუბარიც	საუ ბარ იც
სისხლისგან	სისხლ ისგან
კინოხელოვანების	კინო ხელოვან ების
ფორმებში	ფორმ ებში
ტილაკი	ტი ლაკ ი
ჩოლოყაშვილის	ჩოლო ყაშვილ ის
ნაციონალისტების	ნაციონ ალისტ ების
ადამიანებად	ადამიან ებად
ანტი	ანტ ი
თანამემამულეების	თანა მემამულე ების
