იტალიასთან	იტა ლი ასთან
ბუმბულით	ბუ მბულ ით
ინკუბაცია	ინკუ ბ აცია
ამაღლებულია	ა მაღლებ ულია
კალთებს	კალ თ ებს
ნახევარ	ნახევარ
უცვლიან	უც ვლ იან
დავათის	დავ ათ ის
გოლად	გოლ ად
დაადგინოს	და ადგინ ოს
კვებავენ	კვებ ავენ
სამადლობელი	სა მადლობ ელი
სახელმწიფოებრიობის	სახელმწიფ ოებრი ობის
ჯვარგუმბათოვანი	ჯვარ გუმბათ ოვანი
ჩაბმა	ჩა ბ მა
საერთოს	საერთ ო ს
კარზეც	კარ ზეც
ფორვარდი	ფორ ვარდ ი
კანდიდატები	კანდიდატ ები
მკვდრის	მ კვდრ ის
კანტაკუზენის	კანტა კუზენ ის
სიმრავლის	სი მრავლ ის
გოლიათი	გოლ იათ ი
აღმართულ	აღ მართ ულ
ინგლ	ი ნგლ
გამართლებულია	გა მართლ ებულია
თეორიაზე	თე ორი აზე
მორენა	მო რენ ა
გადაწყვიტა	გადა წყვიტ ა
თვალებიდან	თვალ ებიდან
ტრიუმვირატის	ტრიუმ ვირატი ს
კოზმა	კო ზ მა
აღდგენისა	აღ დგენ ისა
სამინისტრო	სა მინისტრო
თანამმართველი	თანამ მართველ ი
გამოიკვლია	გამოი კვლი ა
ეტყობოდა	ე ტყობ ოდა
ობსერვატორიაში	ობსერვ ატორი აში
ჰაერს	ჰა ერ ს
მწერალთა	მწერ ალ თა
გაწევრიანების	გა წევრიან ების
დოილმა	დო ილ მა
აჩქარება	ა ჩქარ ება
სარგებლობის	სარგებ ლობ ის
გასაჭირი	გა საჭირ ი
ბალის	ბალ ი ს
მოხსენებით	მო ხსენებ ით
დეფორმირებული	დე ფორმ ირებული
სადაა	სა და ა
კერძია	კერძ ია
