იტალიასთან	იტა ლი ასთან
მიზეზიც	მიზეზ იც
მიმოხილვაზე	მიმო ხილვ აზე
არსებას	არსებ ას
კვართი	კვარ თ ი
ალექსიძე	ა ლექს იძე
ასვლისთანავე	ა სვლი სთანავე
უდიდეს	უდიდ ეს
სათვისტომო	სათვის ტომ ო
ბოსტონის	ბოსტ ონ ის
ასახელებენ	ა სახელ ებენ
ნამდვილ	ნამდვილ
ესპანეთთან	ესპან ეთ თან
გაქცევისას	გა ქცევ ისას
გახდის	გა ხდ ის
კონცხის	კონ ცხ ის
ხევსურეთი	ხევს ურეთ ი
დაბალია	დაბალ ია
ჭიაურელი	ჭია ურ ელი
ცენტრები	ცენტრ ები
დასახმარებლად	დასა ხმარებ ლად
ყოფის	ყოფ ის
სტატუსთან	სტა ტუს თან
კოლექტივიზაცია	კოლექტ ივ იზაცია
ზომავენ	ზომ ავენ
ნადირ	ნადირ
არჩევდა	ა რჩევ და
ნაწილდება	ნაწილ დება
კლიენტებს	კლი ენტ ებს
ორეული	ო რ ეული
ჭრილობებს	ჭრილობ ებს
ტექსტისა	ტექსტ ისა
დარჩენას	და რჩენ ას
ულუმ	ულუმ
თანხმდება	თანხმ დება
მოქმედებითი	მო ქმედებ ითი
დავთარი	და ვთარ ი
დარღვევაა	და რღვევ აა
დანელიას	და ნელი ას
კითხვებს	კითხვ ებს
წარწერაში	წარ წერ აში
წარმატებებისა	წარ მატებ ებისა
ვერის	ვე რ ის
სკულპტურული	სკულპტურ ულ ი
ერისთავთა	ერის თავ თა
გადაუჭრელი	გადაუ ჭრ ელი
