იტალიასთან	ი ტალი ასთან
განასხვავებს	განა სხვავ ებს
მონათვაჭრობა	მონათვაჭრ ობ ა
წარმოაჩინა	წარმოა ჩინ ა
მოპირკეთებულია	მოპირ კეთ ებულია
დაეშვა	დაე შვ ა
მარტინ	მარტ ინ
თაობაში	თა ობ აში
გეოქიმიური	გეო ქიმი ური
ძებნას	ძებნ ას
რობოტები	რობ ოტ ები
შერლოკ	შე რ ლოკ
გამომწვევი	გამომ წვევ ი
კაროლინგების	კარ ოლინ გების
დაკვირვებათა	დაკვირვ ებ ათა
დმანისი	დმა ნის ი
აძლევდა	ა ძლევ და
მსროლელი	მსროლ ელ ი
მანის	მან ის
მსმენელთა	მსმენ ელ თა
ოპერის	ოპერ ის
არგუმენტი	არგ უმენტ ი
მცხოვრებლების	მ ცხოვრებლ ების
ფსიქიკის	ფსიქი კ ის
შენობა	შენ ობ ა
ხელოვნებაშიც	ხელოვნ ებ აშიც
ოპერაციულ	ოპერ აცი ულ
სადავეები	სადა ვე ები
ღვთიური	ღვთ იურ ი
ერთმანეთისგან	ერთმა ნეთ ისგან
ჩაეგდო	ჩაეგ დო
წინააღმდეგობების	წინააღმდეგ ობ ების
ამთავრებს	ა მთავრ ებს
დრეკად	დრეკ ად
საკვებად	სა კვ ებად
შუახანებში	შუა ხან ებში
არსენალს	არსენ ალ ს
სჯერა	ს ჯერ ა
გუნდ	გ უნდ
განმარტებულია	გან მარტ ებულია
გახადონ	გა ხად ონ
აღმაშენებელი	აღმ აშენ ებელი
პატარას	პატარ ას
სპონსორი	სპონს ორ ი
