იტალიასთან	იტა ლი ასთან
ორიგინალურია	ორიგინ ალ ურია
დაეკრა	დაე კრ ა
ბუნებრივმა	ბუნებრივ მა
აღრიცხვას	აღრიცხვ ას
კელნი	კელ ნ ი
გავრცელებული	გ ავრცელებ ული
სვეტლანა	სვ ეტ ლანა
საშუალი	საშუა ლ ი
იხევდა	ი ხევ და
სასახლეც	სასა ხლე ც
აზრები	აზრ ები
ცოდვების	ცოდ ვ ების
აიაქსს	აია ქს ს
ბენდის	ბენ დ ის
თვალშისაცემი	თვალშისა ცემ ი
ასახავდა	ასა ხავ და
გეოგრაფთა	გეო გრაფ თა
მიულერის	მიუ ლერ ის
მცემ	მ ცემ
ბაკალავრის	ბაკალავრ ის
საკინძები	საკ ინძ ები
რელიეფია	რელიეფ ია
შეკუმშული	შე კუმშ ული
შეცვლა	შე ცვლ ა
ნალი	ნა ლი
მიწათმფლობელი	მიწა თმფლობელ ი
ბოქს	ბო ქს
ღამით	ღამ ით
აღასრულებდა	აღა სრულ ებდა
სლავები	ს ლავ ები
დააგროვა	დაა გროვ ა
ნაწილშიც	ნაწილ შიც
გამჭვირვალეა	გამჭვირ ვალ ეა
მეტამორფოზი	მეტამორფ ოზი
საბუნებისმეტყველო	სა ბუნებისმეტყველ ო
თვითმფრინავია	თვითმ ფრინავ ია
ფუძის	ფუძ ის
ტომეული	ტომ ეული
სამყაროში	სა მყარ ოში
პრეზენტაციის	პრეზენ ტაცი ის
მათგანს	მა თგან ს
ჩაებნენ	ჩა ებ ნენ
გულიტი	გულ იტ ი
ცივილიზაციებს	ცივილ იზაცი ებს
ფარსმან	ფარს მან
ალფონსომ	ალფონ ს ომ
მოაბეს	მოა ბ ეს
საბჭოურ	საბჭო ურ
ცხინვალში	ცხინ ვალ ში
საბჯენი	სა ბჯენ ი
უზრუნველყოფა	უზრუნველ ყო ფა
ირლანდია	ირ ლანდი ა
გამოცემები	გამო ცემ ები
ორკები	ორ კ ები
ვირუსული	ვი რუს ული
